game_id,tag_name,tag_num
77006,AAVG,1
77006,Thief,1
77006,奇幻,1
77006,潜入,1
77006,恐怖,1
77006,PC,1
77004,潜行,1
77004,AAVG,1
77004,PC,1
115519,PUZ,1
115519,flash,1
192731,PC,9
192731,SLG,5
192731,模拟,3
192731,STEAM,3
192731,模拟经营,3
192731,Weappy.Studio,2
192731,这是警察,2
192731,2016,2
192731,Mac,1
192731,看过视频,1
192731,视频通关,1
237080,PC,3
237080,STEAM,2
237080,这就是警察,1
117922,PC,83
117922,模拟生存,54
117922,战争,54
117922,独立游戏,49
117922,道德抉择,48
117922,生存,35
117922,STEAM,33
